name,type,str_addr,addr_loc,addr_reg,post_code,phone_num
Baffin Fisheries Coalition,Fish Packers,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>",,
Evergreen Forestry,Logging Companies & Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Parkland Honey Farms Ltd,Beekeepers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">2nd St W</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Goodsoil</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S0M 1A0</span>",
Baconian Bee Farm,Beekeepers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">407 Kinistino Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Kinistino</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S0J 1H0</span>",
Podolski Honey Farms,Beekeepers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">119 Main St W</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Ethelbert</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R0L 0T0</span>",
Sorbac Farrier Services,Blacksmiths,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Po Box 7284 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Bonnyville</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9N 2H6</span>",
"M Craig Campbell, Sculptural Blacksmith",Horse Breeding,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">208 Taylor St E</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7H 1V1</span>",
Jim & Linda Staples,Horse Breeding,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">NW 25-35-29W</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Benito</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>",,
Holliston & Associates,Horse Dealers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">404 Avenue D S</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7M 1R4</span>",
Mosaic Massage & Equine Therapy,Riding Academies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4810 49th St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Athabasca</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9S 1C3</span>",
North Country Stables,Riding Academies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Hwy 3</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P7</span>",
Pisz Tom Dr,Stables,,,,,
Sundog Stables,Riding Academies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Pisz Tom Dr,Garden Centres,,,,,
Arctic Farmer Landscaping,Garden Centres,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0A1</span>",
Dunvegan Gardens,Garden Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Borden Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3R2</span>",
Boreal Garden,Garden Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Drybone Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P4</span>",
Boreal Garden Centre,Garden Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">106 Drybone Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B1</span>",
Arctic Farmer Nursery,Garden Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">906 MacKenzie Hwy</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R8</span>",
Super A Gift & Garden Centre,Analytical & Testing Laboratories,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">314 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
ALS Global,Analytical & Testing Laboratories,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">#3 Coronation Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P4</span>",
ALS Global,Analytical & Testing Laboratories,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
ALS Laboratory Group,Beads,,,,,
Northern Crafts,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5005 Bryson Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2A3</span>",
Gallery of the Midnight Sun,Churches & Other Places of Worship,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Aber Diamonds,Business Management Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">49th St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Kelver Diamond Supplies and Consulting,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">28-5014 49 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3R7</span>",
Arctic Jewellers,Mining Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5007 50th Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S9</span>",
Diavik Diamond Mines Inc,Diamonds,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">1102-4920 52 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3A3</span>",
Dominion Diamond Ekati Corporation,Auto Glass & Windshields,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">A, 329 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Diamond Glass Ltd,Leather & Suede Cleaning,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">329 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Diamond Glass Ltd,Self-Storage,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">318 Woolgar Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B5</span>",
Diamond Drycleaners,Aircraft & Private Jet Charter,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">22 Coronation Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
Diamond Mini Storage,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">122 Archibald St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T2</span>",
Diamond Aviation Services,Elementary & High Schools,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">40 Capital Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G2</span>",
Gold 'N'Gift Wright Centre,Trucking,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">58 Woodland Dr SS 22</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R8</span>",
Diamond Jenness School,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">49 Studney Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
Blue Diamond Enterprise,Tax Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Kingmingya Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Originals on MacKenzie 2016,Nail Salons,,,,,
Diamond Financial Services,"Glass (Plate, Window & Door)",,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Diamond Nails,Jewellers & Jewellery Stores,,,,,
Diamond Glass Ltd,Trucking,,,,,
Arctic Jewellers,Government Listings,,,,,
Blue Diamond Enterprise,Dry Cleaners,,,,,
Diamond Projects,Provincial Government,,,,,
Diamond Drycleaners,Provincial Government,,,,,
Diamond Projects,Diamond Core Drilling,,,,,
Diamond Projects,Jewellers & Jewellery Stores,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
Dominion Diamonds Corp Dominion,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5005 Bryson Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2A3</span>",
Gallery of the Midnight Sun,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">28-5014 49 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3R7</span>",
Arctic Jewellers,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">40 Capital Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G2</span>",
Gold 'N'Gift Wright Centre,Jewellers & Jewellery Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Kingmingya Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Originals on MacKenzie 2016,Dry Cleaners,,,,,
Arctic Jewellers,Dry Cleaners,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4310 50 Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1B5</span>",
Magic Touch Commercial Laundry and Mat Rentals,Dry Cleaners,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">318 Woolgar Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B5</span>",
Diamond Drycleaners,Dry Cleaners,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">1057 B Nivraivik Lane</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Qikiqtani Laundry Services Ltd,Dry Cleaners,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
Cleaning Concepts Inc,Formal Wear,,,,,
Diamond Drycleaners,Laundries,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Yk Centre Lower Level</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S5</span>",
For Men Only,Laundries,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4310 50 Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1B5</span>",
Magic Touch Commercial Laundry and Mat Rentals,Dry Cleaners,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">110-314 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Arctic Laundromat,Laundries,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">1057 B Nivraivik Lane</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Qikiqtani Laundry Services Ltd,Laundries,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4310 50 Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1B5</span>",
Magic Touch Commercial Laundry and Mat Rentals,Leather & Suede Cleaning,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">110-314 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Arctic Laundromat,Fabric Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">318 Woolgar Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B5</span>",
